neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
Yonge-Eglinton,43.7083,-79.40386,Entire home/apt,199,3,25,96
Waterfront Communities-The Island,43.64048,-79.39301999999999,Entire home/apt,150,2,7,85
South Parkdale,43.63946,-79.43437,Private room,75,1,9,8
Bay Street Corridor,43.66285,-79.38674,Entire home/apt,130,1,157,146
Oakwood Village,43.68936,-79.43704,Private room,50,4,2,0
Trinity-Bellwoods,43.65038,-79.41883,Private room,50,2,1,0
Waterfront Communities-The Island,43.64161,-79.38211,Entire home/apt,109,1,197,192
Cabbagetown-South St.James Town,43.66487,-79.37756,Private room,79,2,50,0
Mount Pleasant West,43.70565,-79.39475999999999,Entire home/apt,75,3,2,0
Kensington-Chinatown,43.65027,-79.39463,Entire home/apt,91,4,15,0
Danforth,43.68172,-79.33922,Entire home/apt,75,5,10,71
South Parkdale,43.64089,-79.43285,Private room,50,3,0,0
Casa Loma,43.68502,-79.40853,Entire home/apt,105,1,0,0
Willowdale West,43.77755,-79.42508000000001,Entire home/apt,240,2,14,0
Little Portugal,43.65161,-79.43184000000001,Private room,85,1,0,0
Playter Estates-Danforth,43.67807,-79.36116,Entire home/apt,150,10,5,0
Little Portugal,43.65183,-79.43028000000001,Entire home/apt,189,1,2,0
Waterfront Communities-The Island,43.64288,-79.40189000000001,Entire home/apt,101,28,30,288
Church-Yonge Corridor,43.655590000000004,-79.37576,Hotel room,99,1,366,112
Lawrence Park North,43.724470000000004,-79.41003,Entire home/apt,89,1,11,0
Church-Yonge Corridor,43.65514,-79.37424,Hotel room,99,1,371,109
Palmerston-Little Italy,43.655809999999995,-79.41147,Entire home/apt,81,6,0,0
Leaside-Bennington,43.70537,-79.36991,Private room,65,5,12,45
Kensington-Chinatown,43.65013,-79.40302,Private room,99,1,43,0
The Beaches,43.669140000000006,-79.29235,Entire home/apt,250,7,1,317
Cabbagetown-South St.James Town,43.664970000000004,-79.36176999999999,Entire home/apt,285,2,7,1
Bay Street Corridor,43.665240000000004,-79.38604000000001,Entire home/apt,139,1,2,0
High Park-Swansea,43.65019,-79.45429,Entire home/apt,130,2,2,0
Bay Street Corridor,43.653490000000005,-79.37988,Private room,101,3,119,0
Waterfront Communities-The Island,43.64585,-79.39741,Entire home/apt,250,1,5,0
South Riverdale,43.66771,-79.33943000000001,Private room,70,1,3,0
Dovercourt-Wallace Emerson-Junction,43.66195,-79.43436,Entire home/apt,213,2,52,7
Willowdale East,43.765209999999996,-79.39745,Private room,34,1,8,0
The Beaches,43.668420000000005,-79.29674,Entire home/apt,110,1,91,36
Trinity-Bellwoods,43.6514,-79.41622,Entire home/apt,83,2,108,4
Oakridge,43.693909999999995,-79.27488000000001,Private room,49,1,46,287
Playter Estates-Danforth,43.67929,-79.35732,Entire home/apt,85,15,21,132
Niagara,43.64448,-79.41,Entire home/apt,110,2,187,252
North Riverdale,43.67592,-79.35635,Private room,90,1,120,157
The Beaches,43.6712,-79.29715,Entire home/apt,150,1,13,0
Church-Yonge Corridor,43.66088,-79.37751,Private room,45,2,4,0
South Parkdale,43.6361,-79.46678,Entire home/apt,150,1,1,0
Woodbine Corridor,43.67093,-79.31421999999999,Entire home/apt,275,2,17,0
Palmerston-Little Italy,43.65851,-79.41205,Entire home/apt,78,1,3,0
Yonge-St.Clair,43.6831,-79.39555,Entire home/apt,121,1,1,0
Little Portugal,43.65058,-79.43196,Private room,56,2,4,0
Waterfront Communities-The Island,43.63993,-79.38128,Entire home/apt,110,1,4,0
Yonge-St.Clair,43.6875,-79.39668,Entire home/apt,94,3,1,0
Steeles,43.81346,-79.33134,Private room,46,2,45,12
Lawrence Park South,43.71968,-79.39792,Private room,65,7,2,0
Kensington-Chinatown,43.654920000000004,-79.39871,Entire home/apt,179,60,2,179
Lawrence Park South,43.72043,-79.39855,Private room,65,1,0,0
Waterfront Communities-The Island,43.64783,-79.39994,Entire home/apt,86,1,107,62
Moss Park,43.663740000000004,-79.36945,Private room,57,1,25,76
Cabbagetown-South St.James Town,43.66697,-79.37084,Private room,53,1,16,77
Cabbagetown-South St.James Town,43.66619,-79.37138,Private room,65,1,12,69
Banbury-Don Mills,43.74438,-79.35769,Entire home/apt,95,2,181,321
Moss Park,43.65211,-79.36799,Entire home/apt,128,2,33,0
Dovercourt-Wallace Emerson-Junction,43.66171,-79.43321999999999,Entire home/apt,58,3,0,0
Waterfront Communities-The Island,43.64206,-79.38333,Entire home/apt,185,1,80,68
Highland Creek,43.79315,-79.18025,Private room,166,1,0,0
Trinity-Bellwoods,43.64783,-79.40455,Private room,95,2,79,129
Waterfront Communities-The Island,43.647690000000004,-79.398,Entire home/apt,279,2,11,0
Waterfront Communities-The Island,43.64841,-79.39333,Entire home/apt,119,1,241,98
High Park North,43.66154,-79.45934,Entire home/apt,60,1,267,6
Palmerston-Little Italy,43.65757,-79.4085,Private room,110,3,18,11
Waterfront Communities-The Island,43.639959999999995,-79.39175999999999,Entire home/apt,250,2,3,0
Dufferin Grove,43.65489,-79.44211999999999,Entire home/apt,75,2,205,94
Henry Farm,43.77595,-79.34210999999999,Entire home/apt,56,2,2,0
Waterfront Communities-The Island,43.648790000000005,-79.39098,Entire home/apt,199,60,0,0
Mount Pleasant West,43.696999999999996,-79.39611,Entire home/apt,110,2,2,0
Waterfront Communities-The Island,43.64832,-79.39177,Entire home/apt,163,4,5,365
Mount Pleasant West,43.70953,-79.39431,Entire home/apt,189,1,53,364
Oakwood Village,43.697109999999995,-79.44265,Entire home/apt,78,3,25,238
Willowdale East,43.75597,-79.4056,Entire home/apt,75,1,1,0
Niagara,43.64472,-79.40999000000001,Entire home/apt,154,3,22,82
Humewood-Cedarvale,43.69661,-79.42506999999999,Entire home/apt,90,14,0,0
South Parkdale,43.63728,-79.44032,Entire home/apt,85,2,210,101
Annex,43.66585,-79.41131999999999,Entire home/apt,69,3,2,0
Niagara,43.637240000000006,-79.40278,Private room,200,1,0,0
Bendale,43.76385,-79.25855,Private room,25,2,88,342
Bendale,43.76292,-79.25924,Private room,34,2,13,320
Bay Street Corridor,43.65582,-79.38306,Private room,73,1,1,0
Yonge-Eglinton,43.70578,-79.40611,Private room,89,1,1,365
Annex,43.66672,-79.40996,Private room,72,10,59,40
Niagara,43.638999999999996,-79.41535,Entire home/apt,250,2,160,52
Dovercourt-Wallace Emerson-Junction,43.66173,-79.42907,Entire home/apt,101,1,9,0
New Toronto,43.599779999999996,-79.52279,Private room,79,1,1,0
Church-Yonge Corridor,43.66987,-79.38444,Shared room,79,1,0,0
Church-Yonge Corridor,43.64983,-79.3736,Entire home/apt,200,1,6,0
South Riverdale,43.66179,-79.34309,Entire home/apt,195,2,13,0
Cliffcrest,43.72808,-79.23106,Private room,52,5,48,344
Dovercourt-Wallace Emerson-Junction,43.666579999999996,-79.42867,Private room,36,1,27,272
Willowdale East,43.773999999999994,-79.41326,Shared room,89,2,1,0
Waterfront Communities-The Island,43.64488,-79.39072,Private room,121,1,0,0
Waterfront Communities-The Island,43.64423,-79.39184,Private room,101,1,0,0
Church-Yonge Corridor,43.64911,-79.37546,Entire home/apt,262,2,210,79
Agincourt South-Malvern West,43.794509999999995,-79.28588,Private room,65,2,0,362
Newtonbrook West,43.77858,-79.42625,Private room,150,1,3,103
Rouge,43.78224,-79.13734000000001,Entire home/apt,177,2,19,0
Corso Italia-Davenport,43.67378,-79.44901999999999,Entire home/apt,252,1,2,0
York University Heights,43.765390000000004,-79.50515,Private room,40,3,13,11
South Parkdale,43.63445,-79.42596999999999,Shared room,73,15,0,0
Waterfront Communities-The Island,43.63921,-79.38172,Entire home/apt,299,1,303,328
East End-Danforth,43.68627,-79.30653000000001,Private room,40,1,30,337
Agincourt North,43.80632,-79.26828,Private room,118,1,0,0
Parkwoods-Donalda,43.76378,-79.34331999999999,Entire home/apt,99,1,4,0
Junction Area,43.66604,-79.47823000000001,Entire home/apt,113,1,3,365
Junction Area,43.664609999999996,-79.47693000000001,Private room,65,2,23,348
Junction Area,43.666140000000006,-79.47851999999999,Private room,46,2,20,318
Weston-Pellam Park,43.67137,-79.45586,Shared room,40,1,13,258
Weston-Pellam Park,43.669959999999996,-79.45753,Private room,60,1,8,350
Elms-Old Rexdale,43.71889,-79.55128,Private room,49,1,140,148
Trinity-Bellwoods,43.648920000000004,-79.40588000000001,Private room,144,1,11,364
South Riverdale,43.6599,-79.33864,Entire home/apt,99,2,89,7
Waterfront Communities-The Island,43.6401,-79.40024,Private room,90,2,10,0
Woodbine Corridor,43.6712,-79.31389,Entire home/apt,250,3,6,0
Danforth,43.68825,-79.31679,Entire home/apt,95,2,52,360
Woodbine Corridor,43.68228,-79.31819,Private room,56,2,66,36
Lambton Baby Point,43.6653,-79.50291999999999,Entire home/apt,77,1,10,165
Islington-City Centre West,43.6222,-79.52112,Entire home/apt,79,2,30,0
Dovercourt-Wallace Emerson-Junction,43.66861,-79.43684,Private room,30,2,101,47
Dufferin Grove,43.660109999999996,-79.4339,Entire home/apt,79,2,2,0
Waterfront Communities-The Island,43.63727,-79.39054,Entire home/apt,200,5,14,88
High Park North,43.655429999999996,-79.46684,Entire home/apt,79,4,6,0
Waterfront Communities-The Island,43.64715,-79.37558,Hotel room,240,2,104,0
South Riverdale,43.66104,-79.33681999999999,Entire home/apt,299,3,70,257
Willowdale East,43.77285,-79.40449,Private room,50,7,5,336
Parkwoods-Donalda,43.759009999999996,-79.3166,Private room,32,2,47,226
Roncesvalles,43.64839,-79.44676,Private room,60,3,1,0
Lawrence Park South,43.72445,-79.40039,Entire home/apt,124,3,4,0
Kensington-Chinatown,43.65033,-79.39425,Private room,90,3,42,364
Waterfront Communities-The Island,43.64425,-79.39168000000001,Entire home/apt,107,2,6,160
The Beaches,43.66754,-79.30858,Private room,85,2,0,0
Trinity-Bellwoods,43.64895,-79.40576999999999,Private room,160,1,5,364
Bedford Park-Nortown,43.72337,-79.425,Entire home/apt,99,1,0,0
Niagara,43.64309,-79.40935999999999,Entire home/apt,128,1,100,0
Little Portugal,43.6497,-79.43111,Entire home/apt,101,5,19,0
Waterfront Communities-The Island,43.640879999999996,-79.39716999999999,Entire home/apt,150,2,1,0
Palmerston-Little Italy,43.65782,-79.41041,Private room,60,1,13,0
Danforth East York,43.69276,-79.32077,Entire home/apt,101,8,30,318
Annex,43.67269,-79.40438,Private room,87,2,135,153
Niagara,43.63901,-79.41512,Private room,101,2,202,305
Waterfront Communities-The Island,43.648920000000004,-79.38819000000001,Entire home/apt,299,2,68,74
Dufferin Grove,43.65683,-79.44608000000001,Entire home/apt,85,2,18,0
Weston-Pellam Park,43.6699,-79.46023000000001,Entire home/apt,121,7,0,0
Waterfront Communities-The Island,43.641659999999995,-79.38075,Entire home/apt,144,1,378,340
Waterfront Communities-The Island,43.64421,-79.40158000000001,Entire home/apt,250,2,5,89
Waterfront Communities-The Island,43.64154,-79.38223,Entire home/apt,211,1,101,336
Trinity-Bellwoods,43.653729999999996,-79.41549,Entire home/apt,138,2,70,226
Annex,43.66985,-79.39421,Entire home/apt,199,2,1,0
Newtonbrook East,43.79925,-79.39773000000001,Private room,75,3,0,0
Mount Pleasant West,43.69852,-79.39066,Private room,85,2,56,0
Mount Pleasant West,43.70824,-79.39514,Entire home/apt,85,1,29,0
Waterfront Communities-The Island,43.6463,-79.39594,Entire home/apt,95,10,16,0
Annex,43.66619,-79.40706,Entire home/apt,109,5,92,91
Greenwood-Coxwell,43.68265,-79.32636,Private room,79,4,78,150
Playter Estates-Danforth,43.682590000000005,-79.34891,Private room,69,2,0,268
Waterfront Communities-The Island,43.64243,-79.38235,Entire home/apt,150,2,95,289
Waterfront Communities-The Island,43.6438,-79.39135999999999,Entire home/apt,105,29,16,319
Dovercourt-Wallace Emerson-Junction,43.66192,-79.43145,Private room,54,2,108,0
Church-Yonge Corridor,43.66802,-79.38509,Entire home/apt,181,180,25,364
Willowdale East,43.76253,-79.40793000000001,Entire home/apt,15,1,0,0
Trinity-Bellwoods,43.6487,-79.40673000000001,Entire home/apt,95,4,26,290
Annex,43.67002,-79.40505,Entire home/apt,146,2,10,76
Willowdale East,43.76798,-79.40224,Private room,50,7,2,256
West Humber-Clairville,43.73103,-79.61914,Shared room,56,1,1,0
Annex,43.66752,-79.41518,Entire home/apt,250,5,4,0
Annex,43.66687,-79.41761,Entire home/apt,154,3,6,0
Moss Park,43.65019,-79.36944,Entire home/apt,195,3,189,172
Mimico (includes Humber Bay Shores),43.623329999999996,-79.48266,Entire home/apt,101,1,9,0
Waterfront Communities-The Island,43.64226,-79.38067,Entire home/apt,179,2,1,0
Mimico (includes Humber Bay Shores),43.62211,-79.48297,Entire home/apt,128,2,18,0
Oakwood Village,43.67935,-79.44071,Private room,25,1,3,0
Annex,43.66795,-79.41421,Private room,45,3,9,0
Danforth East York,43.69314,-79.31844,Entire home/apt,75,14,36,250
Waterfront Communities-The Island,43.63905,-79.39163,Entire home/apt,101,7,0,0
Waterfront Communities-The Island,43.642379999999996,-79.39761,Private room,90,3,101,67
Waterfront Communities-The Island,43.64192,-79.39607,Private room,199,3,14,78
Annex,43.6731,-79.40263,Private room,50,1,1,0
Waterfront Communities-The Island,43.63838,-79.3945,Entire home/apt,150,1,1,0
Waterfront Communities-The Island,43.641059999999996,-79.38258,Entire home/apt,199,1,9,12
Trinity-Bellwoods,43.64658,-79.41884,Private room,40,2,2,0
High Park North,43.658409999999996,-79.46956999999999,Entire home/apt,56,4,48,207
Dovercourt-Wallace Emerson-Junction,43.66708,-79.4324,Entire home/apt,180,7,1,0
Junction Area,43.66543,-79.47176,Entire home/apt,200,3,1,0
Old East York,43.69552,-79.34825,Private room,70,1,1,0
Kensington-Chinatown,43.65408,-79.39661,Private room,73,2,3,0
South Riverdale,43.662209999999995,-79.3436,Entire home/apt,201,1,6,0
Humewood-Cedarvale,43.698409999999996,-79.43486999999999,Entire home/apt,79,3,6,17
Mount Pleasant East,43.70908,-79.37903,Entire home/apt,90,1,121,356
Dovercourt-Wallace Emerson-Junction,43.663940000000004,-79.43215,Entire home/apt,73,7,1,0
Palmerston-Little Italy,43.66278,-79.41530999999999,Entire home/apt,99,2,7,0
Mimico (includes Humber Bay Shores),43.6224,-79.48376999999999,Entire home/apt,189,1,18,0
New Toronto,43.60058,-79.51433,Private room,28,1,0,0
Bay Street Corridor,43.66728,-79.3906,Private room,50,2,0,0
Beechborough-Greenbrook,43.696000000000005,-79.47465,Private room,250,250,0,88
Blake-Jones,43.673359999999995,-79.34129,Entire home/apt,175,2,2,0
Beechborough-Greenbrook,43.6953,-79.47463,Private room,200,180,0,83
The Beaches,43.67005,-79.28708,Entire home/apt,150,1,12,362
Church-Yonge Corridor,43.66832,-79.38042,Entire home/apt,115,2,44,19
South Riverdale,43.660309999999996,-79.33914,Entire home/apt,159,13,0,0
Greenwood-Coxwell,43.669579999999996,-79.32070999999999,Entire home/apt,150,2,21,11
Moss Park,43.65133,-79.36932,Entire home/apt,121,3,0,0
Casa Loma,43.68837,-79.41154,Entire home/apt,79,2,16,2
Waterfront Communities-The Island,43.639070000000004,-79.38062,Entire home/apt,111,2,1,0
Malvern,43.813309999999994,-79.21004,Private room,40,1,0,0
Church-Yonge Corridor,43.661359999999995,-79.37846,Private room,75,1,0,0
Niagara,43.642920000000004,-79.41252,Private room,110,1,43,0
Willowdale East,43.75517,-79.40573,Entire home/apt,105,2,4,0
Waterfront Communities-The Island,43.64697,-79.39798,Private room,150,2,0,0
Junction Area,43.67221,-79.47915,Entire home/apt,68,60,9,147
Dovercourt-Wallace Emerson-Junction,43.66807,-79.42886,Private room,50,7,0,0
Mimico (includes Humber Bay Shores),43.62546,-79.48961,Entire home/apt,170,1,0,0
Corso Italia-Davenport,43.676190000000005,-79.43569000000001,Private room,30,25,0,0
Waterfront Communities-The Island,43.64239,-79.38011,Entire home/apt,109,2,7,25
Niagara,43.64075,-79.41471999999999,Entire home/apt,115,1,4,0
Don Valley Village,43.78455,-79.3418,Entire home/apt,69,3,33,0
Annex,43.671459999999996,-79.38895,Entire home/apt,124,1,41,5
Niagara,43.63601,-79.40177,Entire home/apt,150,1,25,132
Moss Park,43.65867,-79.36921,Entire home/apt,249,2,132,328
Niagara,43.64424,-79.41169000000001,Entire home/apt,75,2,19,0
Waterfront Communities-The Island,43.64456,-79.39268,Entire home/apt,150,1,1,0
Dovercourt-Wallace Emerson-Junction,43.66855,-79.42069000000001,Entire home/apt,89,1,168,237
Little Portugal,43.648709999999994,-79.432,Private room,45,1,2,0
Waterfront Communities-The Island,43.640640000000005,-79.39701,Entire home/apt,121,3,20,0
Mount Pleasant West,43.69976,-79.39153,Shared room,25,1,1,0
East End-Danforth,43.6847,-79.29929,Private room,70,1,54,0
South Riverdale,43.66729,-79.33785,Entire home/apt,101,3,157,275
Cabbagetown-South St.James Town,43.66451,-79.36105,Entire home/apt,140,1,140,294
L'Amoreaux,43.77587,-79.32244,Private room,79,3,17,303
South Riverdale,43.66728,-79.33041,Private room,150,2,0,87
Old East York,43.6955,-79.32981,Entire home/apt,99,3,28,154
Niagara,43.63942,-79.41254,Entire home/apt,132,2,34,0
Mount Pleasant West,43.70711,-79.39513000000001,Shared room,79,1,0,0
Waterfront Communities-The Island,43.63989,-79.39755,Entire home/apt,220,1,1,0
Kensington-Chinatown,43.65035,-79.39049,Entire home/apt,130,365,3,358
Church-Yonge Corridor,43.6699,-79.38342,Entire home/apt,200,1,2,0
Moss Park,43.65742,-79.35453000000001,Entire home/apt,150,2,2,0
Broadview North,43.6868,-79.35302,Entire home/apt,50,3,32,4
Lawrence Park South,43.70844,-79.41519,Private room,56,2,1,0
Waterfront Communities-The Island,43.64476,-79.39174,Private room,75,1,51,113
Don Valley Village,43.79215,-79.34524,Private room,25,1,11,196
Little Portugal,43.64268,-79.42376,Entire home/apt,105,3,11,0
University,43.66149,-79.40371,Entire home/apt,199,4,0,0
Church-Yonge Corridor,43.66675,-79.38280999999999,Private room,60,1,34,183
Steeles,43.81179,-79.33402,Private room,40,1,24,5
Church-Yonge Corridor,43.67074,-79.38368,Entire home/apt,166,6,41,337
Annex,43.67341,-79.41013000000001,Entire home/apt,121,2,0,0
Niagara,43.636520000000004,-79.40080999999999,Entire home/apt,124,7,9,243
Junction Area,43.66192,-79.46387,Entire home/apt,70,1,61,215
Oakwood Village,43.68007,-79.44045,Private room,25,1,1,0
Corso Italia-Davenport,43.67915,-79.44044,Private room,20,1,2,0
Niagara,43.63695,-79.40265,Private room,79,1,105,0
Englemount-Lawrence,43.71855,-79.44098000000001,Private room,65,1,1,0
Waterfront Communities-The Island,43.63926,-79.38128,Entire home/apt,170,1,9,0
Dufferin Grove,43.65367,-79.44178000000001,Entire home/apt,79,2,162,184
Church-Yonge Corridor,43.66063,-79.38214,Entire home/apt,139,2,7,5
Kensington-Chinatown,43.65503,-79.40066999999999,Entire home/apt,160,30,10,146
L'Amoreaux,43.802009999999996,-79.32185,Entire home/apt,65,1,111,358
The Beaches,43.673320000000004,-79.30608000000001,Entire home/apt,197,1,85,73
Little Portugal,43.64532,-79.42968,Private room,56,1,127,330
Annex,43.67386,-79.40218,Entire home/apt,95,2,21,0
Lawrence Park North,43.7273,-79.40368000000001,Entire home/apt,74,5,1,0
Downsview-Roding-CFB,43.73567,-79.49189,Entire home/apt,110,1,54,321
Willowdale East,43.7607,-79.41059,Entire home/apt,101,1,52,365
Little Portugal,43.64143,-79.42326,Entire home/apt,117,3,44,11
South Parkdale,43.63756,-79.43988,Entire home/apt,124,2,25,1
Moss Park,43.652409999999996,-79.36265999999999,Private room,60,1,21,0
Little Portugal,43.64295,-79.42383000000001,Entire home/apt,159,1,104,148
Maple Leaf,43.70944,-79.48352,Entire home/apt,101,2,15,0
South Parkdale,43.63722,-79.44514000000001,Private room,45,3,61,0
University,43.666579999999996,-79.40125,Entire home/apt,72,3,10,0
Waterfront Communities-The Island,43.641059999999996,-79.39614,Entire home/apt,160,1,205,113
